,Date,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,latitude,max_fluctuations,kp_indices
1279,2022-11-03,2,9.39,7.21,10.54,-5.12,-8.52,-0.06,5.27,-5.64,8.89,-4.24,-10.01,4.47,139.12,89.01,244.93,-29.20,-77.40,32.43,11.42,0.71,15.52,526.40,449.53,604.50,556416,70978,1051908,-26.556370700979276,16.14289317315827,-0.7238278486497607
1280,2022-11-04,1,5.72,3.91,7.38,-4.16,-6.28,1.48,3.31,-1.69,5.99,-0.94,-4.95,2.26,139.19,67.97,201.42,-9.58,-63.11,25.56,10.70,8.74,21.25,554.00,505.50,613.20,595325,333315,1311416,-9.877203124641634,16.14289317315827,0.11013053016712138
1281,2022-11-05,1,4.09,2.86,5.16,0.49,-4.01,3.71,2.5,-1.41,4.19,-1.21,-4.71,1.60,90.43,23.82,207.77,-18.04,-74.51,28.79,8.13,4.17,10.23,502.90,461.70,532.70,348852,148578,573349,-23.220757980128482,16.14289317315827,-0.557047212607221
1283,2022-11-07,2,11.25,5.12,15.20,1.78,-3.36,8.53,8.13,-5.62,13.76,0.4,-13.04,8.72,72.57,21.08,279.30,2.52,-72.05,80.43,10.74,5.00,25.11,393.30,379.80,414.20,26784,15644,112332,2.7484664739544233,16.14289317315827,0.7414140100969242
1284,2022-11-08,2,8.63,6.79,11.16,0.31,-3.50,6.68,6.12,2.22,10.07,-4.83,-9.08,2.72,83.76,41.63,125.48,-36.50,-75.60,15.41,1.47,0.26,9.56,377.89,349.26,528.60,78104,31006,521470,-31.758765156264765,16.14289317315827,-0.9839475714140351
1285,2022-11-09,2,5.26,3.82,6.79,2.05,-3.92,4.49,3.89,0.50,5.50,-0.14,-4.34,2.63,71.80,12.81,163.88,-1.51,-50.72,34.17,1.77,0.73,3.97,345.87,324.60,475.50,17234,5000,191198,-1.8227055531838854,16.14289317315827,0.5128554087400088
1286,2022-11-10,2,5.75,4.11,6.53,3.38,0.05,6.03,3.39,-5.12,4.86,2.2,-0.89,5.26,28.40,1.60,358.18,23.66,-9.35,63.79,4.13,1.81,16.93,318.30,303.20,340.50,12638,5924,33992,22.664469497333812,16.14289317315827,1.7372141612658936
1287,2022-11-11,1,8.88,5.97,14.17,3.68,-4.98,11.06,-1.17,-12.54,8.37,0.03,-8.12,10.55,352.03,2.73,358.17,0.20,-67.75,79.33,9.41,3.98,18.43,335.70,300.60,430.60,56214,20040,222838,0.4451068628344305,16.14289317315827,0.6262460295409246
1288,2022-11-12,1,7.16,4.08,12.44,5.57,-1.29,9.82,-1.74,-9.86,5.80,3.71,-5.68,9.82,342.53,1.60,358.64,28.40,-50.41,61.91,7.89,3.99,10.57,464.40,402.40,494.30,166091,32753,384557,28.214373515105766,16.14289317315827,2.014709362154491
1289,2022-11-13,1,6.02,5.05,6.82,4.52,-4.12,6.40,-1.82,-4.99,4.48,0.53,-4.27,6.01,340.65,1.60,358.29,5.20,-44.41,82.76,4.94,2.73,9.62,458.30,434.60,526.10,142142,35029,379382,6.171551954877462,16.14289317315827,0.9125682841430762
1290,2022-11-14,1,5.73,4.03,6.81,4.1,-2.72,6.19,-1.87,-4.89,4.44,0.88,-4.12,5.67,334.62,1.03,358.76,8.99,-44.92,83.05,4.43,2.79,7.48,440.80,417.20,500.90,158093,96212,322657,10.84979702111452,16.14289317315827,1.146480537454929
1292,2022-11-16,2,4.41,3.24,5.19,3.44,-1.59,4.53,-1.47,-4.72,1.78,0.18,-3.48,4.48,329.86,0.56,358.78,2.46,-46.19,74.98,2.41,0.76,4.70,342.02,306.04,478.50,60409,5238,238271,2.7515679148442884,16.14289317315827,0.7415690821414175
1293,2022-11-17,2,6.16,3.89,7.36,3.54,-1.79,5.68,-3.63,-5.48,1.11,2.44,-1.84,6.24,311.07,25.47,348.00,22.27,-23.16,87.90,3.54,1.70,7.55,365.66,299.10,415.10,72754,9109,200518,23.443032993814615,16.14289317315827,1.7761423360899338
1294,2022-11-18,2,6.17,1.41,11.22,4.0,-3.26,5.99,-0.75,-10.08,9.89,-1.08,-9.03,7.73,5.36,2.49,356.72,-10.09,-79.13,66.83,7.52,1.52,20.09,325.70,309.20,473.10,58981,6160,228872,-14.386076040621232,16.14289317315827,-0.11531311563185853
1295,2022-11-19,1,10.19,5.58,12.25,4.8,-1.93,9.80,-7.28,-11.33,3.93,2.33,-2.77,9.47,311.25,2.13,358.03,14.00,-19.53,53.48,7.09,3.87,15.48,359.70,327.20,386.80,83676,27371,203386,14.474634771978605,16.14289317315827,1.3277224249981332
1296,2022-11-20,1,6.76,4.70,11.64,3.12,-5.95,9.45,-4.72,-10.26,1.69,1.43,-8.53,8.09,300.87,12.27,354.24,12.54,-52.76,62.44,9.29,2.21,20.03,331.80,309.50,465.80,42554,15978,251095,13.7682003243228,16.14289317315827,1.292400702615343
1297,2022-11-21,1,6.07,2.61,9.98,1.48,-4.92,6.49,-3.03,-7.03,5.80,0.6,-9.20,5.82,289.67,3.13,356.38,6.80,-73.41,65.65,9.37,6.60,17.50,409.80,383.60,461.10,113925,68721,192043,9.936109774503997,16.14289317315827,1.1007961751244029
1298,2022-11-22,1,4.12,3.13,5.51,3.6,-3.59,5.13,-0.88,-3.49,2.77,0.79,-2.16,3.05,341.88,1.13,359.05,11.04,-32.93,56.56,5.21,3.50,8.40,374.10,318.60,401.20,86701,14679,220427,11.776557520413835,16.14289317315827,1.1928185624198948
1299,2022-11-23,1,2.81,0.62,5.18,0.36,-2.89,4.30,-1.18,-4.83,2.59,0.36,-2.67,3.06,275.72,4.85,356.92,11.06,-59.12,56.71,20.45,6.68,31.04,303.30,289.50,327.60,16747,10841,27064,15.648825653814948,16.14289317315827,1.3864319690899505
1300,2022-11-24,1,3.81,0.59,15.41,-0.48,-8.27,4.83,1.57,-6.07,9.40,-0.15,-7.73,11.03,105.35,3.78,354.22,-3.47,-79.26,81.23,16.23,7.13,42.40,305.20,287.10,397.90,26330,14165,130261,-5.198893842707722,16.14289317315827,0.34404599426381693
1301,2022-11-25,1,10.10,5.54,15.15,-5.42,-10.76,6.02,5.75,-5.61,11.91,-0.76,-10.43,11.07,132.43,23.34,336.15,-4.30,-78.25,71.49,10.37,6.87,12.45,494.00,391.20,545.50,296618,104109,402197,-5.468741976121128,16.14289317315827,0.3305535875931467
1302,2022-11-26,1,6.57,3.24,10.67,-3.8,-6.66,5.46,3.73,-5.54,9.42,-0.37,-6.80,5.90,134.66,24.79,310.61,-3.45,-65.45,61.31,10.41,8.28,13.81,523.50,464.40,619.60,366442,201505,631055,-3.965386031322556,16.14289317315827,0.40572138483307524
1303,2022-11-27,1,6.64,4.41,10.75,-4.66,-9.41,0.62,3.08,-2.02,8.29,-1.07,-8.48,5.29,145.97,90.25,200.53,-9.49,-81.63,41.28,9.35,5.63,11.78,474.60,413.10,543.10,174247,96198,411227,-10.65474679487369,16.14289317315827,0.07125334665551852
1305,2022-11-29,2,6.45,5.41,8.12,-5.06,-6.89,2.78,2.14,-3.86,6.24,-1.2,-6.23,4.33,160.22,87.49,330.02,-10.61,-81.13,44.42,10.24,0.56,15.21,569.30,515.80,700.15,419111,12378,862280,-12.045795652895325,16.14289317315827,0.0017009037544367667
1306,2022-11-30,2,8.79,7.09,12.05,-6.93,-9.99,0.88,3.75,-6.14,7.87,0.52,-8.55,8.49,152.10,83.15,248.51,3.44,-68.43,62.57,10.89,1.34,16.32,624.90,569.40,723.80,496406,207910,963714,3.767506595799599,16.14289317315827,0.792366016189183
1308,2022-12-02,2,4.36,2.87,5.29,-2.02,-4.60,3.98,2.58,-3.04,4.79,-0.85,-4.06,3.96,124.12,16.29,239.60,-12.12,-67.98,62.81,6.41,0.72,17.03,593.50,512.80,682.86,312636,5023,1117978,-14.095333193274488,16.14289317315827,-0.10077597326452137
1309,2022-12-03,2,3.74,1.75,5.60,-0.72,-4.42,4.19,1.89,-2.06,4.70,-0.79,-4.18,3.99,96.26,5.37,355.88,-12.93,-74.40,66.66,8.97,1.13,14.47,563.89,496.11,617.60,173884,36835,796470,-19.993165814302472,16.14289317315827,-0.3956676043159205
1310,2022-12-04,2,5.81,4.12,7.89,0.96,-5.45,4.83,3.48,-1.59,6.60,-0.22,-7.04,4.61,92.11,22.80,206.69,-2.19,-80.52,63.14,10.49,7.91,13.50,512.90,485.20,537.90,323067,131968,427391,-3.4809677518393154,16.14289317315827,0.4299422988072373
1312,2022-12-06,2,4.19,3.49,5.23,-3.65,-4.51,1.93,1.41,-0.63,4.10,-0.6,-3.43,1.63,153.29,52.72,190.71,-8.41,-50.20,24.85,2.97,0.66,6.03,394.10,331.10,501.80,95281,6643,409313,-8.61862614400137,16.14289317315827,0.17305937919913456
1313,2022-12-07,1,8.87,3.81,19.84,-1.29,-10.69,11.48,3.21,-17.39,11.17,-1.76,-12.96,14.68,105.88,7.03,350.75,-17.84,-72.41,69.23,14.06,3.68,48.63,365.10,312.60,491.10,32937,11564,301231,-24.391278831015367,16.14289317315827,-0.6155732551515654
1314,2022-12-08,1,8.43,3.57,12.17,5.22,-4.12,11.52,-2.47,-8.95,5.58,2.61,-6.13,10.43,336.24,0.55,358.55,17.94,-67.21,80.10,11.45,9.41,14.61,532.60,466.40,593.60,298516,158147,475201,22.38417479187734,16.14289317315827,1.72319942599307
1315,2022-12-09,1,7.01,5.24,7.87,3.71,-1.48,7.32,-3.28,-7.52,3.81,1.87,-6.13,6.51,322.74,1.26,359.27,16.54,-73.34,65.64,9.90,8.01,11.59,527.40,491.20,551.20,326529,221956,468043,19.457011487686184,16.14289317315827,1.5768412607835123
1316,2022-12-10,1,7.63,6.09,8.38,4.69,-1.20,7.67,-4.25,-6.81,6.37,0.13,-7.07,6.74,322.34,2.14,358.35,0.98,-68.62,66.04,6.89,3.47,10.02,467.40,428.00,525.00,231373,106795,369706,1.176428326845823,16.14289317315827,0.6628121027414942
1317,2022-12-11,1,5.94,4.46,6.73,3.83,-1.85,6.25,0.83,-6.13,5.35,-1.45,-5.69,5.93,10.61,0.91,358.71,-14.11,-73.26,78.94,6.75,3.73,10.41,464.30,430.60,516.90,232339,114198,565181,-19.137292148807937,16.14289317315827,-0.35287392104119375
1318,2022-12-12,1,6.04,5.21,7.46,3.35,-2.75,6.01,-3.69,-6.70,3.54,0.79,-5.42,6.04,312.23,2.18,357.40,7.77,-67.00,61.87,6.58,3.05,11.58,472.20,425.30,504.00,280898,106778,676274,8.897876807486918,16.14289317315827,1.048884526773549
1320,2022-12-14,2,5.62,4.40,7.38,4.03,0.41,5.88,-2.14,-6.47,2.39,-0.95,-5.95,2.87,330.43,2.02,358.46,-10.21,-69.88,33.60,4.11,1.65,7.73,341.70,325.70,404.60,18646,7247,139729,-11.520665344030071,16.14289317315827,0.02795741919769945
1321,2022-12-15,2,6.40,4.27,7.76,3.46,-1.06,6.43,-3.74,-6.16,2.36,-1.75,-7.49,5.64,315.82,3.02,356.55,-16.63,-77.07,70.06,3.41,0.85,8.95,351.81,315.70,484.90,52516,8211,794170,-17.996145795985093,16.14289317315827,-0.29581660340005156
1322,2022-12-16,2,5.36,3.64,6.40,2.54,-2.56,4.40,-3.92,-5.63,4.96,-0.42,-4.97,5.00,314.63,2.75,355.65,-4.40,-63.20,68.06,3.01,1.79,7.01,327.52,313.50,472.40,40292,16900,281848,-5.11751156085362,16.14289317315827,0.34811510835652204
1324,2022-12-18,2,8.52,4.28,15.01,3.25,-2.01,13.96,-6.3,-11.67,2.99,-0.06,-7.27,5.86,304.71,3.26,355.62,-0.56,-52.39,48.32,3.49,0.35,9.69,293.25,266.19,341.10,33634,12798,104448,-0.48491891141596105,16.14289317315827,0.579744740828405
1326,2022-12-20,2,12.67,5.28,15.07,4.56,-2.92,8.24,-9.92,-12.99,5.25,4.03,-8.92,12.30,296.92,70.24,326.61,17.87,-47.10,85.71,4.53,0.10,16.57,365.50,337.90,501.40,85664,28039,600743,19.10005744739009,16.14289317315827,1.5589935587687074
1327,2022-12-21,2,11.11,4.62,15.20,2.62,-5.77,11.80,-6.18,-11.61,7.62,2.66,-11.36,11.00,308.08,27.42,351.32,18.12,-74.69,68.53,7.47,1.17,12.65,396.40,346.30,427.40,88205,15737,194311,20.224146376191023,16.14289317315827,1.6151980052087542
1329,2022-12-23,2,8.87,6.92,10.57,-5.78,-8.46,0.25,4.81,-2.20,7.99,0.39,-9.40,6.86,141.63,94.09,259.91,2.55,-82.27,61.16,10.42,1.52,13.68,507.10,471.60,579.52,259203,189866,647742,2.964973537359631,16.14289317315827,0.7522393632671847
1330,2022-12-24,2,6.22,4.18,9.90,-3.31,-8.21,3.26,2.38,-3.81,8.39,-0.12,-8.27,6.49,142.29,13.47,322.85,-0.78,-80.99,77.23,11.62,1.44,17.18,558.70,532.10,645.60,624298,342600,1113779,-1.685266207598614,16.14289317315827,0.5197273760192723
1331,2022-12-25,2,6.35,4.04,7.82,-5.45,-7.02,-2.69,2.0,-2.50,4.95,-1.67,-5.35,3.21,163.17,122.73,213.22,-15.48,-56.30,40.17,0.14,0.10,30.20,518.65,415.62,688.42,197071,61763,1560571,-15.453616690750072,16.14289317315827,-0.16869014813830052
1333,2022-12-27,2,7.60,4.15,8.77,-2.97,-6.91,0.96,0.87,-5.43,5.92,-5.55,-8.30,5.08,167.27,71.46,261.97,-48.10,-80.11,73.41,1.67,0.67,12.51,517.20,486.17,553.70,226758,121236,570097,-41.13363765633259,16.14289317315827,-1.4526911964174263
1334,2022-12-28,2,4.87,4.27,5.58,-2.76,-4.57,2.66,3.08,-1.45,5.10,1.36,-4.13,4.92,128.31,49.48,202.17,16.10,-60.06,71.56,10.26,1.06,12.65,515.30,429.60,554.10,489403,109424,741398,17.34812981313209,16.14289317315827,1.4713971770558074
1335,2022-12-29,2,5.75,3.10,10.16,-3.21,-7.17,7.74,1.68,-4.77,7.40,-1.01,-9.17,4.40,158.41,6.66,349.37,-10.89,-81.15,51.66,5.88,3.29,17.64,434.27,404.77,510.30,97896,47843,242185,-15.031127556447462,16.14289317315827,-0.14756569142317
1336,2022-12-30,2,9.66,5.36,12.46,-5.32,-9.88,5.32,5.34,-4.16,10.10,-1.15,-10.57,9.40,131.46,20.41,252.71,-7.49,-78.49,66.51,4.64,2.30,17.24,516.10,463.71,600.71,241549,140646,465196,-8.576699482009506,16.14289317315827,0.17515571229872778
1337,2022-12-31,2,6.12,3.77,7.32,-4.29,-6.44,2.18,2.56,-4.67,6.56,0.35,-5.75,5.70,152.72,64.28,248.83,3.34,-65.94,68.06,2.51,1.15,15.57,579.42,521.37,649.22,209705,91136,713404,3.9977864512803594,16.14289317315827,0.803880008963221
1338,2023-01-01,2,5.04,2.97,5.73,-3.85,-5.60,1.74,1.61,-3.72,4.74,-0.67,-4.66,3.44,153.22,43.57,252.89,-7.34,-73.53,44.65,1.97,1.07,9.54,543.77,481.47,606.99,121339,63999,337601,-9.00772899505988,16.14289317315827,0.15360423664620904
1340,2023-01-03,2,3.68,1.36,8.02,-0.79,-7.55,4.73,1.6,-3.15,5.56,-0.14,-4.82,3.89,114.09,12.16,346.66,-2.93,-76.31,57.05,3.91,2.12,13.69,395.50,368.01,443.70,87342,45136,175162,-4.472408108275634,16.14289317315827,0.38037028098542136
1341,2023-01-04,2,16.76,13.74,19.07,0.06,-4.16,6.09,8.17,-12.54,19.04,10.89,-11.38,16.60,77.85,8.63,352.45,39.83,-54.63,82.29,10.01,1.24,28.11,398.40,370.70,445.90,28105,5000,144967,38.65645693413477,16.14289317315827,2.536813533105942
1342,2023-01-05,2,14.59,7.75,19.97,1.58,-2.95,4.87,-11.47,-17.32,-4.08,2.81,-11.78,14.09,277.12,240.63,299.26,12.25,-54.56,53.40,8.21,2.42,16.14,376.30,338.72,491.30,48382,16773,563470,13.270622565479744,16.14289317315827,1.2675218146731901
1343,2023-01-06,1,10.34,6.87,12.31,-0.17,-5.97,5.80,-8.54,-11.41,-1.10,4.49,-4.18,8.61,265.66,202.77,314.86,25.98,-27.19,72.02,8.05,4.81,17.88,486.20,423.50,536.50,524787,124145,1490037,24.952074753349144,16.14289317315827,1.8515944240666602
1344,2023-01-07,1,6.93,5.49,7.79,3.25,-3.20,6.61,-3.86,-7.38,5.79,1.78,-5.58,6.36,313.66,1.31,358.39,15.27,-54.10,65.50,6.25,3.38,8.45,439.00,409.90,487.20,136081,87656,303811,18.400416279853594,16.14289317315827,1.5240115003918828
1346,2023-01-09,2,5.44,4.30,6.67,3.05,-1.11,5.36,-2.91,-5.22,2.17,-0.47,-5.02,4.78,317.90,5.44,356.99,-5.43,-75.45,78.12,4.18,0.80,9.48,381.10,318.80,514.90,53323,6408,775096,-6.322935687381028,16.14289317315827,0.28784390203015164
1347,2023-01-10,2,7.66,5.30,9.61,4.22,-4.07,7.31,-4.49,-8.71,7.72,0.64,-7.39,7.10,321.13,3.53,356.26,4.86,-71.47,71.46,6.47,2.28,9.67,386.30,332.30,412.60,100455,20627,168662,5.898246670302636,16.14289317315827,0.8989030199143349
1348,2023-01-11,2,8.06,5.90,9.06,4.41,-2.91,8.01,-5.11,-8.59,7.01,0.35,-7.59,6.52,315.02,5.43,356.88,2.52,-72.12,56.02,6.61,4.61,10.91,408.20,371.98,456.10,120321,81550,195258,2.96433343342396,16.14289317315827,0.7522073580704011
1349,2023-01-12,2,7.87,6.55,8.69,5.34,0.39,7.94,-3.02,-7.72,5.78,0.03,-6.82,7.47,335.44,1.26,358.52,0.20,-67.03,70.19,7.42,4.34,11.47,413.30,394.35,442.70,111211,66298,153542,0.28017765940010253,16.14289317315827,0.6179995693692082
1350,2023-01-13,2,7.06,2.90,10.79,2.15,-5.35,7.21,-3.29,-7.12,4.34,-3.53,-9.90,6.16,297.84,9.91,353.65,-32.58,-81.57,71.65,5.85,2.19,13.29,410.60,361.19,517.10,99546,56490,514007,-33.75131953885152,16.14289317315827,-1.0835752905433729
1351,2023-01-14,2,7.85,6.11,11.11,5.08,-1.96,8.91,-2.52,-6.91,4.04,1.88,-8.66,7.43,336.84,0.94,358.95,14.69,-68.72,79.14,10.55,1.37,13.37,508.50,432.00,538.92,390828,59883,798192,17.468053395371598,16.14289317315827,1.477393356167783
1352,2023-01-15,2,9.79,5.82,11.57,1.98,-5.45,8.90,-5.55,-9.88,2.42,-6.23,-9.82,6.81,285.69,136.31,347.39,-39.30,-72.07,62.90,8.64,2.71,26.49,471.20,421.50,516.20,207026,69064,509727,-35.99859443085985,16.14289317315827,-1.1959390351437895
1354,2023-01-17,2,4.09,1.19,15.29,0.37,-4.47,4.82,1.53,-2.63,14.47,0.61,-10.58,3.43,87.01,1.78,357.82,9.74,-47.60,62.54,7.60,2.81,13.27,443.00,346.13,472.20,121041,38933,250884,19.8667722011457,16.14289317315827,1.597329296456488
1356,2023-01-19,2,9.02,6.01,10.19,-5.85,-9.42,0.22,3.23,-4.72,9.34,-0.17,-7.72,5.33,158.36,110.24,275.51,-1.05,-77.63,39.01,3.05,0.72,13.03,400.80,355.32,549.00,71900,21065,795202,-1.4568018105003189,16.14289317315827,0.5311505958741871
1357,2023-01-20,2,8.92,7.40,10.18,-6.08,-7.96,-3.10,5.63,-4.62,9.31,1.57,-6.71,6.74,142.27,110.91,218.26,10.44,-45.29,46.37,3.61,1.03,14.08,410.00,378.28,555.00,87720,22254,918549,10.545287421618886,16.14289317315827,1.1312550574801472
1358,2023-01-21,2,6.75,3.57,9.57,0.43,-4.88,7.17,3.19,-5.71,8.62,-0.62,-7.97,8.08,77.24,2.72,357.68,-6.34,-81.08,74.17,10.61,1.71,14.31,491.40,430.32,544.70,327220,163103,559466,-10.71033005592259,16.14289317315827,0.06847418360307356
1359,2023-01-22,1,6.27,2.81,7.38,-1.73,-5.50,3.83,4.1,-1.54,6.73,-0.49,-6.39,5.47,111.72,34.87,347.19,-5.48,-77.19,65.49,6.10,3.98,13.27,457.40,427.30,510.50,203713,95970,899752,-6.246145728035485,16.14289317315827,0.2916833999974288
1361,2023-01-24,2,5.43,4.40,6.50,-3.71,-5.73,1.17,2.01,-3.59,5.12,2.0,-3.23,4.90,159.31,90.90,297.72,21.09,-35.88,75.18,2.79,1.32,13.73,431.32,388.43,509.90,94798,34074,927534,23.186016162340692,16.14289317315827,1.7632914945162377
1362,2023-01-25,2,7.21,6.39,8.42,-4.41,-7.83,3.39,3.91,-3.02,6.86,1.65,-6.55,7.80,139.48,17.47,332.40,13.85,-63.08,72.95,5.60,0.97,14.45,435.10,376.68,543.90,122320,34965,884704,15.087804239219173,16.14289317315827,1.3583808983601617
1363,2023-01-26,1,8.07,5.73,9.54,-4.33,-8.07,5.10,4.83,-6.36,7.90,1.32,-6.23,8.68,140.36,43.73,327.17,9.90,-43.01,81.40,11.28,7.58,13.61,489.10,426.90,558.60,223413,91447,555249,11.27716688412081,16.14289317315827,1.1678490306052436
1364,2023-01-27,1,6.04,4.08,8.90,-4.01,-7.69,1.93,2.08,-5.58,6.78,-0.06,-5.97,6.33,154.45,55.51,249.39,-0.62,-65.80,64.79,11.39,9.84,13.59,534.10,509.20,584.00,485710,351502,650294,-0.760896846813317,16.14289317315827,0.5659458440585372
1365,2023-01-28,1,5.20,3.12,6.70,-2.68,-5.00,2.45,3.46,-1.93,6.19,0.85,-4.58,4.41,124.80,49.36,276.90,9.85,-54.01,59.49,10.21,8.32,11.92,524.40,500.80,564.20,362529,228801,448837,10.794202571366998,16.14289317315827,1.143700814967553
1366,2023-01-29,1,3.62,1.57,5.12,-1.58,-3.97,3.86,1.18,-2.22,4.14,0.36,-3.17,3.81,124.62,7.36,354.41,6.68,-52.42,72.08,8.65,7.07,11.08,481.50,451.60,519.50,219775,142783,363587,10.181075011066472,16.14289317315827,1.1130444369525265
1368,2023-01-31,2,6.56,2.58,8.93,4.29,-3.84,7.85,-2.41,-6.43,2.95,-0.99,-5.78,4.24,317.67,3.50,357.87,-14.35,-72.47,41.04,7.18,0.53,13.12,475.70,439.81,498.80,179089,77933,341690,-11.157955472317095,16.14289317315827,0.04609291278334826
1369,2023-02-01,2,3.67,1.93,10.83,2.57,-0.12,7.63,-2.21,-8.43,-0.34,-1.03,-8.47,3.18,316.24,266.53,351.86,-14.93,-70.32,25.69,5.73,3.21,23.39,380.10,343.90,466.30,23453,5000,273830,-16.21169624994779,16.14289317315827,-0.2065941260981864
1370,2023-02-02,2,5.47,3.31,6.94,2.78,-0.75,6.28,-3.69,-5.74,0.99,0.19,-3.92,4.74,308.19,9.46,355.98,1.90,-48.56,64.33,4.42,0.86,7.35,419.60,317.90,483.70,141932,9202,442496,2.3530006115897084,16.14289317315827,0.7216407169786885
1371,2023-02-03,1,6.58,4.33,10.94,1.38,-4.19,6.32,-3.85,-10.23,6.92,1.01,-7.87,7.81,299.75,11.15,351.85,8.41,-63.49,73.02,7.13,1.89,11.00,344.80,326.60,374.70,25680,14216,91648,13.482197165153076,16.14289317315827,1.2781005446568567
1373,2023-02-05,2,6.40,3.94,10.54,2.12,-3.12,9.45,-4.54,-7.48,9.09,0.06,-7.70,7.74,296.67,2.89,356.19,0.42,-73.07,74.59,4.89,1.17,17.56,353.00,335.00,395.70,62653,10669,179824,0.6860143996013791,16.14289317315827,0.6382914063792721
1374,2023-02-06,2,9.42,4.93,12.59,3.84,-5.62,9.23,-4.96,-11.22,10.43,-1.15,-10.65,6.84,317.16,2.46,355.16,-6.67,-82.40,55.37,10.57,3.91,15.03,425.60,369.50,514.50,170440,65437,287221,-10.222157246362864,16.14289317315827,0.09288282408105986
1375,2023-02-07,2,7.85,4.93,11.21,3.6,-3.53,10.25,-4.94,-8.49,3.56,-1.73,-9.01,6.89,306.93,6.93,351.85,-13.98,-74.27,64.68,4.50,0.32,14.42,509.20,473.00,590.10,190403,9137,472194,-15.23372531949226,16.14289317315827,-0.15769557957540992
1376,2023-02-08,2,6.57,3.15,9.82,3.1,-4.92,8.30,-3.73,-8.94,3.96,-1.3,-6.64,6.44,305.82,3.06,355.81,-11.61,-75.45,55.57,3.04,0.20,14.54,556.80,500.71,624.11,248203,5000,455635,-14.51516262042501,16.14289317315827,-0.12176744462204736
1377,2023-02-09,1,5.43,2.81,8.05,-0.26,-5.23,5.33,-1.77,-6.83,4.72,-1.79,-7.21,5.00,271.74,1.56,355.64,-21.09,-77.57,66.24,3.56,0.47,12.25,512.40,450.20,583.70,142421,5000,420042,-35.271978868335225,16.14289317315827,-1.159608257017558
1378,2023-02-10,1,5.10,3.30,7.16,-1.14,-5.26,5.48,-1.71,-5.68,3.69,-2.16,-5.42,3.22,241.83,4.91,356.57,-26.46,-73.48,38.12,8.51,2.49,12.05,491.60,466.30,537.30,214823,107088,411316,-35.92217501259131,16.14289317315827,-1.1921180642303624
1379,2023-02-11,1,5.41,3.53,7.02,-1.29,-5.17,5.48,-2.56,-6.32,3.28,0.16,-5.21,5.24,255.07,3.82,357.51,1.79,-67.81,69.18,6.72,3.48,12.34,489.10,472.90,526.10,186102,133696,304539,3.1896504468813967,16.14289317315827,0.763473208743273
1380,2023-02-12,1,3.83,1.86,5.21,1.87,-2.45,3.98,-1.47,-4.46,1.52,-1.81,-4.37,1.97,315.50,2.00,358.30,-29.98,-76.86,33.80,6.27,2.70,7.83,471.00,407.00,493.30,188675,45143,361643,-31.197470446789627,16.14289317315827,-0.9558828359402782
1381,2023-02-13,1,2.24,0.93,4.95,-0.86,-3.52,0.83,1.24,-0.23,3.70,-1.17,-2.61,2.29,122.55,31.06,227.34,-33.27,-84.75,39.71,5.18,1.58,12.00,367.00,338.00,408.90,17979,5000,160622,-31.497194098382987,16.14289317315827,-0.9708690185199462
1382,2023-02-14,1,6.02,4.13,7.47,-4.98,-6.57,-2.72,0.41,-1.96,4.82,-2.98,-6.11,2.25,171.88,123.12,203.04,-29.52,-54.57,21.63,3.15,1.16,23.84,334.20,314.80,369.10,17202,5000,147696,-27.121760880965482,16.14289317315827,-0.752097357649071
1383,2023-02-15,1,10.49,5.90,13.64,-3.85,-6.57,4.26,-2.83,-9.02,8.53,-7.99,-11.12,13.02,205.89,25.11,261.52,-51.89,-84.59,72.95,12.35,2.95,27.78,331.80,314.50,353.00,25618,13395,72300,-40.63750449373561,16.14289317315827,-1.4278845382875776
1384,2023-02-16,1,15.13,9.18,22.24,-6.32,-12.57,6.20,11.0,-10.29,20.29,3.19,-16.84,14.65,132.60,68.86,262.50,12.61,-62.70,71.00,8.05,2.96,29.31,440.80,329.70,495.90,163197,22198,325861,13.704715469454701,16.14289317315827,1.289226459871938
1385,2023-02-17,1,4.90,4.12,14.52,-3.4,-7.75,2.68,2.84,-1.40,11.00,1.11,-4.16,12.41,138.38,57.15,208.00,13.68,-44.84,74.27,6.95,4.85,15.60,488.60,453.00,554.90,250945,163479,613327,13.660675885233946,16.14289317315827,1.2870244806609004
1386,2023-02-18,1,4.79,3.57,5.49,-0.85,-4.44,4.75,3.67,-2.11,5.23,0.79,-4.68,3.99,106.47,21.21,323.62,9.41,-71.17,66.10,5.50,3.61,8.07,432.00,407.90,458.00,103781,60934,368785,11.598502041032262,16.14289317315827,1.183915788450816
1387,2023-02-19,1,4.87,3.01,6.54,-0.93,-5.91,3.42,3.53,-5.36,5.32,-0.77,-4.65,4.15,106.64,12.27,350.72,-9.77,-72.29,62.63,3.65,0.79,5.96,370.90,314.50,420.20,33633,5000,114387,-11.661605961766934,16.14289317315827,0.020910388310856343
